编号,姓名,昵称,船票,学分,大区,城市
2535,王丽_Pro,王丽_Pro,782,467,东北,沈阳
2536,张明,张明_384,762,164,西北,西安
2537,吴杰2024,吴杰2024_979,614,404,西北,兰州
2538,孙敏DISC,孙敏DISC_288,550,697,华南,南宁
2539,郭燕,郭燕,603,130,华东,杭州
2540,黄芳_Pro,黄芳_Pro_313,565,510,华南,佛山
2541,刘明_Pro,刘明_Pro,827,743,华中,长沙
2542,黄强,黄强_744,555,460,西南,重庆
2543,徐娜,徐娜,141,791,西南,成都
2544,高洋,高洋_996,188,201,华南,海口
2545,朱丽_Pro,朱丽_Pro,977,625,西南,成都
2546,周勇,周勇_230,235,468,东北,沈阳
2547,杨磊,杨磊_817,941,98,东北,长春
2548,陈芳,陈芳,136,106,华北,天津
2549,何燕,何燕_279,428,765,东北,长春
2550,赵军,赵军,658,374,西南,拉萨
2551,赵洋,赵洋_212,373,103,东北,长春
2552,杨燕,杨燕,799,586,华北,呼和浩特
2553,周勇,周勇_972,333,264,东北,沈阳
2554,张静,张静,116,290,华南,珠海
2555,何伟,何伟,744,66,华北,天津
2556,杨静,杨静_881,541,404,华南,广州
2557,李勇,李勇_830,539,63,西北,西安
2558,孙海,孙海,527,214,东北,大连
2559,孙霞,孙霞,814,636,华南,深圳
2560,张勇,张勇,790,238,西南,成都
2561,杨芳,杨芳_328,223,290,西南,贵阳
2562,张娜,张娜,846,532,华北,天津
2563,胡敏,胡敏_607,323,375,东北,长春
2564,陈敏,陈敏_937,732,242,华北,北京
2565,马涛_Pro,马涛_Pro,548,166,华北,石家庄
2566,高强,高强,476,446,东北,沈阳
2567,李军2024,李军2024_239,674,444,华南,广州
2568,罗杰,罗杰_540,115,239,华南,广州
2569,徐磊,徐磊,551,173,西北,银川
2570,何洋,何洋,791,649,西南,成都
2571,周辉,周辉_964,457,303,西南,重庆
2572,马鹏,马鹏,460,719,东北,沈阳
2573,罗燕,罗燕_663,119,398,西北,乌鲁木齐
2574,李辉_Pro,李辉_Pro,223,165,华东,杭州
2575,黄洋,黄洋_891,793,123,华南,广州
2576,吴勇,吴勇,109,88,西南,昆明
2577,高敏,高敏_582,739,482,东北,长春
2578,黄勇2024,黄勇2024_861,797,240,西南,重庆
2579,罗涛,罗涛_179,619,518,华南,南宁
2580,林芳,林芳,534,375,西北,西宁
2581,郭明2024,郭明2024,970,436,华北,北京
2582,陈丽,陈丽,908,388,西北,西宁
2583,何涛,何涛_695,368,487,华北,北京
2584,郭丽Tech,郭丽Tech,748,53,华北,北京
2585,朱敏,朱敏,546,476,华东,上海
2586,刘鹏,刘鹏,826,770,东北,大连
2587,何芳,何芳_651,917,560,西北,银川
2588,罗燕,罗燕,709,713,西南,拉萨
2589,罗伟2024,罗伟2024_285,631,103,华中,长沙
2590,赵燕,赵燕,312,246,西南,拉萨
2591,高杰2024,高杰2024,385,262,华南,珠海
2592,杨杰@AI,杨杰@AI,864,722,东北,沈阳
2593,罗洋Tech,罗洋Tech,104,668,华东,杭州
2594,林霞Tech,林霞Tech_105,326,437,西南,成都
2595,张敏,张敏,937,647,西北,乌鲁木齐
2596,黄丽,黄丽,362,296,华中,长沙
2597,吴磊,吴磊_742,747,370,华东,济南
2598,徐磊,徐磊,314,691,东北,长春
2599,陈伟,陈伟,907,755,华南,佛山
2600,罗涛_Pro,罗涛_Pro,435,430,东北,大连
2601,马洋,马洋_911,621,359,华南,深圳
2602,张燕,张燕_295,499,57,西南,成都
2603,胡杰,胡杰,189,276,华南,佛山
2604,吴辉,吴辉_840,248,775,东北,沈阳
2605,徐鹏,徐鹏_288,375,418,西南,重庆
2606,张勇,张勇,135,608,西南,成都
2607,林涛,林涛,737,699,华南,海口
2608,陈明Tech,陈明Tech_540,365,666,华中,长沙
2609,高娜,高娜,356,541,华中,长沙
2610,朱强,朱强_830,709,252,西北,西安
2611,罗芳_Pro,罗芳_Pro,134,212,华南,珠海
2612,李涛,李涛_446,379,383,东北,大连
2613,赵敏Tech,赵敏Tech,303,306,东北,沈阳
2614,吴明,吴明_511,497,570,华中,武汉
2615,马霞,马霞,663,786,西南,重庆
2616,陈勇,陈勇,539,694,华东,合肥
2617,刘磊2024,刘磊2024_630,691,800,西北,兰州
2618,郭杰,郭杰,782,232,西北,乌鲁木齐
2619,郭磊,郭磊_612,370,448,东北,沈阳
2620,马磊_Pro,马磊_Pro,383,93,西南,昆明
2621,赵涛,赵涛,137,73,西北,银川
2622,徐海,徐海_715,656,288,西南,昆明
2623,赵伟@AI,赵伟@AI_598,892,113,东北,大连
2624,陈涛2024,陈涛2024,214,174,华中,武汉
2625,徐鹏,徐鹏_443,567,703,华南,海口
2626,胡芳DISC,胡芳DISC_387,725,291,西北,银川
2627,赵娜_Pro,赵娜_Pro_212,648,331,华东,南京
2628,吴静_Pro,吴静_Pro,358,198,华北,天津
2629,杨敏,杨敏_913,888,624,华南,深圳
2630,杨强,杨强,686,528,东北,长春
2631,陈丽,陈丽_633,677,319,华东,南昌
2632,郭峰,郭峰_265,978,560,西南,重庆
2633,刘磊,刘磊_726,922,250,华南,广州
2634,孙丽DISC,孙丽DISC,572,413,西北,银川
2635,黄勇,黄勇_753,123,630,华东,杭州
2636,李辉2024,李辉2024_164,748,415,华南,广州
2637,朱鹏DISC,朱鹏DISC,625,100,华南,广州
2638,朱杰,朱杰,543,721,西南,重庆
2639,刘涛,刘涛_663,577,146,华北,太原
2640,刘辉2024,刘辉2024,547,418,华中,郑州
2641,徐霞,徐霞,113,686,西北,西安
2642,吴霞@AI,吴霞@AI,484,187,西南,重庆
2643,杨涛,杨涛_328,866,533,西北,银川
2644,陈磊2024,陈磊2024,777,336,西南,重庆
2645,郭伟,郭伟_711,445,656,华东,杭州
2646,罗芳,罗芳,148,623,华南,海口
2647,陈杰,陈杰_353,121,141,华北,太原
2648,马明,马明_487,421,631,华南,海口
2649,朱明,朱明,343,402,东北,沈阳
2650,罗伟Tech,罗伟Tech_476,559,131,西北,兰州
2651,吴伟Tech,吴伟Tech_218,824,186,西北,乌鲁木齐
2652,黄鹏Tech,黄鹏Tech_670,678,83,东北,哈尔滨
2653,林燕,林燕,100,223,华北,北京
2654,罗燕,罗燕,609,695,华中,郑州
2655,孙霞2024,孙霞2024,111,504,东北,沈阳
2656,何勇_Pro,何勇_Pro,640,242,华北,北京
2657,徐洋,徐洋_946,707,669,华南,深圳
2658,胡娜Tech,胡娜Tech,466,491,华南,广州
2659,胡峰,胡峰,734,244,华中,武汉
2660,孙磊2024,孙磊2024_478,449,550,东北,沈阳
2661,李洋Tech,李洋Tech_788,173,790,华北,太原
2662,郭杰2024,郭杰2024_573,842,361,西南,拉萨
2663,郭鹏_Pro,郭鹏_Pro_338,719,406,华东,上海
2664,何峰2024,何峰2024,677,153,华北,北京
2665,林敏,林敏_341,200,585,华南,海口
2666,王霞,王霞,754,442,华中,郑州
2667,高燕,高燕,497,555,华东,济南
2668,罗海,罗海,335,737,西南,昆明
2669,高静_Pro,高静_Pro,628,216,华中,长沙
2670,高杰_Pro,高杰_Pro_626,608,144,华南,南宁
2671,何涛DISC,何涛DISC,774,77,华北,天津
2672,林丽Tech,林丽Tech_202,928,276,西南,成都
2673,何勇,何勇,943,88,华东,合肥
2674,朱峰,朱峰,559,597,西北,银川
2675,林鹏,林鹏_215,585,244,西南,成都
2676,周霞,周霞,251,708,西南,拉萨
2677,黄涛,黄涛,976,306,华中,长沙
2678,黄鹏,黄鹏_372,815,754,华中,南昌
2679,刘洋DISC,刘洋DISC,679,639,华北,太原
2680,何军,何军_702,450,599,华东,南京
2681,何丽,何丽,621,725,华北,太原
2682,林峰,林峰_401,162,602,西北,西安
2683,吴洋DISC,吴洋DISC,690,633,华东,合肥
2684,王强DISC,王强DISC_706,484,571,华北,呼和浩特
2685,赵娜,赵娜_637,881,585,西北,兰州
2686,杨芳2024,杨芳2024,234,740,华南,海口
2687,孙丽,孙丽_576,657,499,华中,南昌
2688,高霞2024,高霞2024,768,674,华中,南昌
2689,周霞,周霞_580,558,324,西南,拉萨
2690,何勇DISC,何勇DISC_199,800,455,西南,昆明
2691,杨鹏,杨鹏,258,435,华东,杭州
2692,徐明,徐明_531,578,494,华南,海口
2693,陈静,陈静,314,137,华东,上海
2694,高磊,高磊,408,709,西南,贵阳
2695,高峰,高峰_547,715,271,华南,广州
2696,孙磊@AI,孙磊@AI_316,132,663,华东,合肥
2697,赵丽,赵丽,734,216,华南,海口
2698,李娜,李娜,499,269,西北,西安
2699,刘霞,刘霞,998,141,西南,成都
2700,李伟,李伟_814,658,688,华东,上海
2701,李静,李静,519,782,华南,佛山
2702,郭芳,郭芳,567,60,西南,成都
2703,陈芳@AI,陈芳@AI,641,755,东北,沈阳
2704,徐洋,徐洋,118,730,东北,长春
2705,周鹏,周鹏_937,853,482,华北,太原
2706,黄丽@AI,黄丽@AI,972,542,东北,大连
2707,周静,周静,684,732,东北,大连
2708,王强,王强,303,360,华中,郑州
2709,徐霞,徐霞_902,848,530,东北,哈尔滨
2710,陈燕,陈燕_974,300,516,东北,大连
2711,马军,马军,923,232,东北,沈阳
2712,刘辉,刘辉,132,537,西南,成都
2713,张磊2024,张磊2024,914,691,东北,哈尔滨
2714,张霞_Pro,张霞_Pro_690,550,571,西北,银川
2715,周海,周海_475,188,191,西北,西安
2716,高峰Tech,高峰Tech,601,412,华北,太原
2717,林伟,林伟,748,141,东北,哈尔滨
2718,孙明,孙明,191,60,西南,成都
2719,吴杰DISC,吴杰DISC_678,439,639,华中,武汉
2720,赵静@AI,赵静@AI_648,112,631,西北,乌鲁木齐
2721,徐杰,徐杰_919,154,287,西南,昆明
2722,胡芳,胡芳_556,700,615,西北,银川
2723,黄军Tech,黄军Tech_810,948,561,华中,郑州
2724,林军,林军,940,555,西北,西宁
2725,王静,王静_838,340,799,西南,贵阳
2726,马鹏,马鹏,114,214,西北,西安
2727,杨海2024,杨海2024,563,278,华北,石家庄
2728,徐勇,徐勇,335,234,华东,杭州
2729,郭霞@AI,郭霞@AI,607,693,东北,大连
2730,高燕,高燕_307,785,571,西南,重庆
2731,周勇@AI,周勇@AI,959,55,华南,佛山
2732,吴杰,吴杰,783,630,西北,银川
2733,吴杰DISC,吴杰DISC_767,309,524,华东,济南
2734,胡军_Pro,胡军_Pro,824,265,华中,武汉
2735,黄峰,黄峰,212,544,东北,哈尔滨
2736,高伟2024,高伟2024,167,197,华南,南宁
2737,赵伟,赵伟,256,419,华南,海口
2738,胡洋,胡洋,224,306,华中,南昌
2739,刘军@AI,刘军@AI_809,700,410,西南,成都
2740,杨敏,杨敏,838,674,西南,重庆
2741,郭霞,郭霞,732,169,华东,福州
2742,徐勇,徐勇,842,161,华北,天津
2743,高静Tech,高静Tech,601,792,华北,北京
2744,罗辉,罗辉,429,170,华南,南宁
2745,赵峰,赵峰,397,589,东北,大连
2746,吴伟DISC,吴伟DISC_759,193,504,华南,海口
2747,刘海,刘海,305,787,华北,石家庄
2748,赵杰Tech,赵杰Tech,579,135,西北,兰州
2749,刘军,刘军,707,712,华南,南宁
2750,林芳@AI,林芳@AI,404,757,华南,珠海
2751,高燕,高燕,729,507,华中,郑州
2752,周娜,周娜,242,354,华北,石家庄
2753,王杰_Pro,王杰_Pro,668,771,华中,长沙
2754,何杰,何杰,710,585,西北,西安
2755,赵峰Tech,赵峰Tech_325,912,224,华北,天津
2756,杨鹏,杨鹏,483,655,华中,武汉
2757,朱霞,朱霞,285,340,西北,西安
2758,徐海DISC,徐海DISC_665,380,307,华北,北京
2759,张磊,张磊_153,410,355,西南,成都
2760,吴涛_Pro,吴涛_Pro,427,517,华中,长沙
2761,黄勇,黄勇_982,864,269,华中,长沙
2762,赵海,赵海,159,297,西北,乌鲁木齐
2763,郭海,郭海,584,319,华北,北京
2764,刘燕,刘燕,143,496,华南,佛山
2765,郭磊Tech,郭磊Tech_889,463,60,西北,兰州
2766,李军,李军,457,766,华中,南昌
2767,杨杰,杨杰,283,277,西南,昆明
2768,杨海,杨海_606,208,439,西南,成都
2769,孙涛@AI,孙涛@AI_674,293,254,华北,石家庄
2770,黄勇,黄勇_179,766,409,华北,石家庄
2771,黄敏,黄敏_118,286,576,华中,郑州
2772,朱军2024,朱军2024,405,524,西南,贵阳
2773,周鹏_Pro,周鹏_Pro_320,839,136,华中,长沙
2774,孙海2024,孙海2024_273,339,586,西北,西宁
2775,王鹏,王鹏_821,644,539,华中,武汉
2776,赵杰Tech,赵杰Tech,195,175,西南,成都
2777,黄芳,黄芳_428,927,351,华中,郑州
2778,郭燕Tech,郭燕Tech,522,789,西南,拉萨
2779,黄明2024,黄明2024_727,668,525,华南,佛山
2780,何燕,何燕_416,377,387,东北,大连
2781,刘鹏,刘鹏_148,555,743,西南,重庆
2782,林静,林静,506,272,华北,石家庄
2783,黄强,黄强_442,526,363,西北,西安
2784,王静,王静,875,614,华北,北京
2785,郭勇DISC,郭勇DISC,230,400,华中,武汉
2786,刘杰_Pro,刘杰_Pro_802,817,565,西北,乌鲁木齐
2787,郭勇,郭勇_340,263,351,华北,呼和浩特
2788,高伟,高伟,991,356,华北,天津
2789,马磊,马磊,188,717,西南,成都
2790,刘静2024,刘静2024,923,313,东北,哈尔滨
2791,刘强,刘强,543,122,华南,佛山
2792,胡明DISC,胡明DISC,725,662,西北,西安
2793,朱伟@AI,朱伟@AI_982,706,165,华南,南宁
2794,徐敏_Pro,徐敏_Pro,915,389,东北,哈尔滨
2795,徐洋Tech,徐洋Tech_335,772,722,华北,天津
2796,刘静,刘静,396,326,华南,南宁
2797,郭军@AI,郭军@AI_149,765,678,华北,呼和浩特
2798,林敏,林敏,453,500,西北,西安
2799,赵明,赵明,864,765,东北,哈尔滨
2800,李军DISC,李军DISC,293,164,华东,上海
2801,高涛,高涛_914,984,576,华南,深圳
2802,郭霞Tech,郭霞Tech_813,532,370,华北,太原
2803,杨燕,杨燕_130,185,279,华中,武汉
2804,高强,高强,483,197,华北,天津
2805,林静Tech,林静Tech,378,690,东北,长春
2806,刘霞,刘霞,549,617,西北,兰州
2807,王海,王海,250,405,东北,哈尔滨
2808,赵燕,赵燕_713,665,461,华中,南昌
2809,林涛,林涛,919,127,西北,乌鲁木齐
2810,何勇DISC,何勇DISC_589,397,702,华北,呼和浩特
2811,何静,何静_172,648,527,东北,哈尔滨
2812,高辉,高辉,649,652,华中,武汉
2813,何静2024,何静2024,277,101,华中,南昌
2814,杨芳,杨芳_682,430,214,华东,杭州
2815,张丽@AI,张丽@AI,631,726,东北,长春
2816,张伟2024,张伟2024,765,197,华南,珠海
2817,林鹏,林鹏,661,593,华中,南昌
2818,何芳DISC,何芳DISC_643,293,490,华南,广州
2819,王涛,王涛_936,815,490,东北,哈尔滨
2820,周强Tech,周强Tech_876,936,751,华东,南京
2821,张娜,张娜,719,722,东北,哈尔滨
2822,孙霞,孙霞,119,284,华中,郑州
2823,赵静,赵静_539,518,430,华北,天津
2824,高强,高强_281,429,386,华中,郑州
2825,徐静2024,徐静2024,190,738,西北,西安
2826,马霞,马霞,395,294,华南,珠海
2827,张军,张军_922,883,473,华东,杭州
2828,黄芳,黄芳,745,219,华北,太原
2829,胡海,胡海,744,69,西南,成都
2830,孙丽,孙丽_297,768,200,华中,武汉
2831,高军,高军,907,216,华东,南昌
2832,朱峰,朱峰,367,588,华南,广州
2833,徐杰,徐杰,579,397,西南,贵阳
2834,张强2024,张强2024,968,178,华北,北京
2835,朱杰DISC,朱杰DISC,667,331,西北,西安
2836,王磊DISC,王磊DISC_668,754,426,西南,成都
2837,周辉,周辉_679,660,521,华中,长沙
2838,李磊,李磊_926,983,249,华北,呼和浩特
2839,杨霞DISC,杨霞DISC,909,558,西北,西宁
2840,张磊,张磊,174,649,西南,拉萨
2841,吴明@AI,吴明@AI,845,777,华北,石家庄
2842,李鹏,李鹏,387,240,西南,重庆
2843,张霞,张霞,960,496,西南,昆明
2844,何芳,何芳_699,958,194,华东,合肥
2845,孙洋,孙洋_950,857,444,西北,西宁
2846,罗军_Pro,罗军_Pro,592,403,华南,广州
2847,林洋,林洋_282,749,482,西南,拉萨
2848,马峰,马峰,736,54,西南,贵阳
2849,李强2024,李强2024_771,704,152,西北,兰州
2850,陈峰,陈峰,640,636,东北,沈阳
2851,杨伟@AI,杨伟@AI_962,429,70,西北,兰州
2852,张明,张明,902,442,华中,武汉
2853,孙磊,孙磊_944,725,249,华北,天津
2854,张强,张强,948,413,西北,兰州
2855,罗明,罗明_555,239,241,东北,沈阳
2856,黄军@AI,黄军@AI_961,526,746,华中,郑州
2857,胡辉2024,胡辉2024_483,464,330,华中,南昌
2858,周强,周强_361,296,459,华南,深圳
2859,张静DISC,张静DISC_334,740,666,华南,深圳
2860,杨杰,杨杰_964,966,207,西南,成都
2861,陈军,陈军_241,764,512,华南,海口
2862,李敏@AI,李敏@AI,746,283,西北,银川
2863,胡峰,胡峰_365,260,227,西北,西宁
2864,高洋,高洋,450,740,西北,西宁
2865,赵燕Tech,赵燕Tech_802,310,630,华南,深圳
2866,郭丽,郭丽,119,221,西南,昆明
2867,陈磊,陈磊,914,521,华中,郑州
2868,周辉,周辉,379,211,华南,佛山
2869,朱强,朱强_264,182,486,华中,长沙
2870,郭静,郭静_436,271,252,东北,大连
2871,赵强2024,赵强2024,965,591,东北,沈阳
2872,徐芳,徐芳_286,729,729,西南,拉萨
2873,罗杰,罗杰,266,122,华东,福州
2874,吴静,吴静,376,625,西南,贵阳
2875,吴霞2024,吴霞2024,185,435,西南,昆明
2876,胡燕,胡燕_205,566,232,华中,南昌
2877,王杰_Pro,王杰_Pro_473,605,216,华东,上海
2878,高辉2024,高辉2024,117,594,华南,海口
2879,马丽@AI,马丽@AI_894,527,579,东北,哈尔滨
2880,王军,王军_424,932,478,东北,长春
2881,马燕2024,马燕2024,583,566,东北,大连
2882,何勇Tech,何勇Tech_568,979,693,西南,成都
2883,孙丽_Pro,孙丽_Pro,531,595,西南,昆明
2884,王涛,王涛_168,955,622,华东,上海
2885,马伟,马伟,313,156,华中,武汉
2886,郭敏,郭敏_322,815,227,华南,南宁
2887,周海,周海_761,499,189,西北,西宁
2888,胡海_Pro,胡海_Pro_968,727,389,华中,长沙
2889,李霞,李霞_147,456,534,华北,呼和浩特
2890,刘丽,刘丽_988,182,414,华中,武汉
2891,罗勇,罗勇,611,141,华东,杭州
2892,杨磊,杨磊,174,465,华南,珠海
2893,李峰,李峰_217,902,644,华北,呼和浩特
2894,孙峰,孙峰_540,250,630,华南,南宁
2895,马静DISC,马静DISC_626,935,457,华中,长沙
2896,徐磊,徐磊,881,261,东北,长春
2897,何洋,何洋,435,668,西南,成都
2898,朱洋,朱洋_645,728,775,西北,乌鲁木齐
2899,黄涛,黄涛_213,559,468,华南,佛山
2900,何燕2024,何燕2024,823,135,华南,佛山
2901,黄霞,黄霞,614,495,东北,哈尔滨
2902,刘燕,刘燕_785,910,274,西南,拉萨
2903,刘伟,刘伟,827,73,华南,珠海
2904,林涛2024,林涛2024_419,138,737,东北,长春
2905,张燕,张燕,560,461,西南,成都
2906,胡燕DISC,胡燕DISC_698,181,438,东北,哈尔滨
2907,黄勇,黄勇_820,184,676,华中,南昌
2908,高丽,高丽,744,499,西南,拉萨
2909,陈敏,陈敏,618,109,西南,贵阳
2910,徐强_Pro,徐强_Pro_714,187,716,西南,重庆
2911,林丽DISC,林丽DISC_116,502,205,华东,济南
2912,吴杰,吴杰_445,809,301,华北,天津
2913,林洋,林洋_194,444,223,西南,拉萨
2914,李洋Tech,李洋Tech,107,558,西北,银川
2915,刘静,刘静,875,744,华南,海口
2916,郭霞DISC,郭霞DISC,723,164,华东,福州
2917,杨军@AI,杨军@AI_750,515,67,西北,西宁
2918,马霞,马霞_963,440,391,华北,天津
2919,周峰,周峰,389,577,西南,贵阳
2920,胡伟DISC,胡伟DISC_463,958,739,西北,西安
2921,王涛2024,王涛2024_892,654,747,西北,兰州
2922,赵海,赵海,904,104,西南,拉萨
2923,胡伟DISC,胡伟DISC_547,158,362,华东,南京
2924,李辉,李辉_905,868,89,华南,深圳
2925,刘敏,刘敏,548,589,华南,深圳
2926,朱霞,朱霞,178,655,华东,南昌
2927,黄敏2024,黄敏2024,126,173,西南,重庆
2928,黄敏,黄敏,821,116,东北,哈尔滨
2929,孙明,孙明,403,69,东北,大连
2930,李峰_Pro,李峰_Pro,188,510,华东,济南
2931,赵静,赵静,664,121,华中,南昌
2932,朱辉,朱辉,452,507,华南,广州
2933,吴静,吴静_381,475,179,华东,南京
2934,杨芳@AI,杨芳@AI,226,96,华北,石家庄
2935,吴峰,吴峰_271,279,516,西南,成都
2936,高明,高明_430,108,622,华东,杭州
2937,胡芳,胡芳_688,490,134,东北,长春
2938,何强,何强_862,344,556,华北,北京
2939,陈勇,陈勇,466,111,西南,成都
2940,林涛,林涛_904,408,189,西北,西安
2941,陈军,陈军,403,234,西南,贵阳
2942,郭霞,郭霞_853,148,698,华东,南昌
2943,刘芳Tech,刘芳Tech_254,868,622,华北,天津
2944,何芳,何芳,890,299,东北,哈尔滨
2945,刘霞@AI,刘霞@AI_478,557,756,西南,贵阳
2946,陈辉DISC,陈辉DISC,346,541,华中,南昌
2947,徐燕,徐燕,704,679,华北,天津
2948,高海,高海,218,151,东北,沈阳
2949,马燕_Pro,马燕_Pro,205,665,西南,昆明
2950,何辉,何辉_243,364,280,西北,兰州
2951,胡峰@AI,胡峰@AI_729,400,674,华中,武汉
2952,周海,周海,376,327,东北,长春
2953,王海,王海,959,335,华东,南昌
2954,黄洋,黄洋,442,217,华中,长沙
2955,周军_Pro,周军_Pro_228,401,243,华东,上海
2956,孙燕,孙燕_437,311,745,华南,海口
